event_index,timestamp,source_type,host_id,process_name,pid,parent_process,event_type,operation,object,bytes_written,entropy_before,entropy_after,dst_ip,domain,label,family
142,2026-06-26T12:03:21,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
143,2026-06-26T12:03:23,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.19,api.tracker.gg,benign,benign
144,2026-06-26T12:03:25,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_80.txt,0,3.6278312901167196,4.696030559012671,,,benign,benign
145,2026-06-26T12:03:27,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_33.tmp,1366,3.667232260264324,2.9154572621434998,,,benign,benign
146,2026-06-26T12:03:29,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
147,2026-06-26T12:03:31,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.51,github.com,benign,benign
148,2026-06-26T12:03:33,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_86.txt,0,4.880727341460366,4.354635890545466,,,benign,benign
149,2026-06-26T12:03:35,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_40.tmp,2431,2.7523746864139134,3.469843032839245,,,benign,benign
150,2026-06-26T12:03:37,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
151,2026-06-26T12:03:39,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.55,microsoft.com,benign,benign
152,2026-06-26T12:03:41,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_75.txt,0,4.213323140959526,3.644498459473076,,,benign,benign
153,2026-06-26T12:03:43,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_29.tmp,2867,2.5342535024727506,3.2829654647733157,,,benign,benign
154,2026-06-26T12:03:45,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
155,2026-06-26T12:03:47,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.133,microsoft.com,benign,benign
156,2026-06-26T12:03:49,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_43.txt,0,3.1867744001511253,4.903999324904951,,,benign,benign
157,2026-06-26T12:03:51,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_44.tmp,1371,2.561601664993221,2.5978248318164416,,,benign,benign
158,2026-06-26T12:03:53,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
159,2026-06-26T12:03:55,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.253,github.com,benign,benign
160,2026-06-26T12:03:57,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_79.txt,0,4.699475389249464,3.145656458369138,,,benign,benign
161,2026-06-26T12:03:59,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_41.tmp,2457,2.486088091849273,3.840885626226262,,,benign,benign
162,2026-06-26T12:04:01,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
163,2026-06-26T12:04:03,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.39,github.com,benign,benign
164,2026-06-26T12:04:05,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_97.txt,0,4.720881130845043,4.770930411019732,,,benign,benign
165,2026-06-26T12:04:07,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_15.tmp,820,4.010274640432858,3.8397794410205957,,,benign,benign
166,2026-06-26T12:04:09,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
167,2026-06-26T12:04:11,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.236,github.com,benign,benign
168,2026-06-26T12:04:13,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_59.txt,0,3.2666782111140575,3.9292864749964735,,,benign,benign
169,2026-06-26T12:04:15,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_36.tmp,2538,2.793244893663369,3.9881250338894487,,,benign,benign
170,2026-06-26T12:04:17,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
171,2026-06-26T12:04:19,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.214,api.tracker.gg,benign,benign
172,2026-06-26T12:04:21,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_58.txt,0,4.794416206466524,4.48731088431917,,,benign,benign
173,2026-06-26T12:04:23,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_29.tmp,1161,3.879441966251279,4.199657219604802,,,benign,benign
174,2026-06-26T12:04:25,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
175,2026-06-26T12:04:27,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.162,api.tracker.gg,benign,benign
176,2026-06-26T12:04:29,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_36.txt,0,3.8797451865298056,4.427089725222113,,,benign,benign
177,2026-06-26T12:04:31,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_18.tmp,1475,2.7992739210469058,3.4503805562961407,,,benign,benign
178,2026-06-26T12:04:33,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
179,2026-06-26T12:04:35,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.100,github.com,benign,benign
180,2026-06-26T12:04:37,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_91.txt,0,3.4279057542119746,3.8297357917964363,,,benign,benign
181,2026-06-26T12:04:39,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_35.tmp,2008,3.03943558525789,2.6170859737860255,,,benign,benign
182,2026-06-26T12:04:41,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
183,2026-06-26T12:04:43,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.221,google.com,benign,benign
184,2026-06-26T12:04:45,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_49.txt,0,3.953959465114714,4.8854833148681935,,,benign,benign
185,2026-06-26T12:04:47,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_49.tmp,1697,4.133619876422761,4.483575846175265,,,benign,benign
186,2026-06-26T12:04:49,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
187,2026-06-26T12:04:51,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.126,github.com,benign,benign
188,2026-06-26T12:04:53,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_35.txt,0,3.871671952093273,3.0580496398934303,,,benign,benign
189,2026-06-26T12:04:55,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_43.tmp,2881,3.995355811050472,3.9104534440682217,,,benign,benign
190,2026-06-26T12:04:57,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
191,2026-06-26T12:04:59,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.234,google.com,benign,benign
192,2026-06-26T12:05:01,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_76.txt,0,4.128783966049548,3.054204092680625,,,benign,benign
193,2026-06-26T12:05:03,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_9.tmp,3650,3.1542461101287795,2.225711583721569,,,benign,benign
194,2026-06-26T12:05:05,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
195,2026-06-26T12:05:07,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.118,github.com,benign,benign
196,2026-06-26T12:05:09,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_44.txt,0,4.522459415788054,3.7582524311282723,,,benign,benign
197,2026-06-26T12:05:11,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_17.tmp,3519,2.2047655819041063,2.1484582176250266,,,benign,benign
198,2026-06-26T12:05:13,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
199,2026-06-26T12:05:15,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.59,microsoft.com,benign,benign
200,2026-06-26T12:05:17,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_100.txt,0,4.914571205552736,3.080516275081533,,,benign,benign
201,2026-06-26T12:05:19,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_16.tmp,916,4.098072115711496,3.6533391414653944,,,benign,benign
202,2026-06-26T12:05:21,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
203,2026-06-26T12:05:23,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.173,api.tracker.gg,benign,benign
204,2026-06-26T12:05:25,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_73.txt,0,4.895514044433304,3.9300679668704417,,,benign,benign
205,2026-06-26T12:05:27,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_50.tmp,1610,2.4194728584195055,3.618118734727329,,,benign,benign
206,2026-06-26T12:05:29,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
207,2026-06-26T12:05:31,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.29,microsoft.com,benign,benign
208,2026-06-26T12:05:33,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_4.txt,0,4.857774336814243,4.151593456824829,,,benign,benign
209,2026-06-26T12:05:35,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_26.tmp,3956,3.787536762623671,2.28999119460765,,,benign,benign
210,2026-06-26T12:05:37,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
211,2026-06-26T12:05:39,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.219,microsoft.com,benign,benign
212,2026-06-26T12:05:41,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_16.txt,0,4.592454433200424,4.131865110734632,,,benign,benign
213,2026-06-26T12:05:43,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_23.tmp,2282,3.0709450330868613,3.0264271905451405,,,benign,benign
214,2026-06-26T12:05:45,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
215,2026-06-26T12:05:47,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.219,google.com,benign,benign
216,2026-06-26T12:05:49,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_63.txt,0,3.211077741287997,4.921575134429157,,,benign,benign
217,2026-06-26T12:05:51,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_46.tmp,726,3.088717862519193,3.934488260033479,,,benign,benign
218,2026-06-26T12:05:53,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
219,2026-06-26T12:05:55,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.121,api.tracker.gg,benign,benign
220,2026-06-26T12:05:57,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_94.txt,0,4.184949238127404,3.6446091659622364,,,benign,benign
221,2026-06-26T12:05:59,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_6.tmp,1242,4.20407796000693,2.70965859797739,,,benign,benign
222,2026-06-26T12:06:01,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
223,2026-06-26T12:06:03,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.88,api.tracker.gg,benign,benign
224,2026-06-26T12:06:05,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_64.txt,0,4.701905672624918,3.3636797143153836,,,benign,benign
225,2026-06-26T12:06:07,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_23.tmp,3367,2.6458810221466953,2.7991462200939647,,,benign,benign
226,2026-06-26T12:06:09,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
227,2026-06-26T12:06:11,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.134,google.com,benign,benign
228,2026-06-26T12:06:13,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_11.txt,0,3.48271210074536,3.8128562493410385,,,benign,benign
229,2026-06-26T12:06:15,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_49.tmp,1084,3.7265233486163076,3.71475724935238,,,benign,benign
230,2026-06-26T12:06:17,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
231,2026-06-26T12:06:19,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.25,google.com,benign,benign
232,2026-06-26T12:06:21,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_29.txt,0,3.808802257355856,3.4866103277535143,,,benign,benign
233,2026-06-26T12:06:23,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_24.tmp,2038,3.3836823875256243,2.9593934853655064,,,benign,benign
234,2026-06-26T12:06:25,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
235,2026-06-26T12:06:27,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.181,microsoft.com,benign,benign
236,2026-06-26T12:06:29,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_35.txt,0,3.613245982697661,3.4610760825970157,,,benign,benign
237,2026-06-26T12:06:31,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_21.tmp,589,3.85720265909776,4.477193900983586,,,benign,benign
238,2026-06-26T12:06:33,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
239,2026-06-26T12:06:35,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.191,github.com,benign,benign
240,2026-06-26T12:06:37,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_36.txt,0,4.449170002186103,4.953214045766114,,,benign,benign
241,2026-06-26T12:06:39,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_39.tmp,1259,4.451276576156283,4.181570908317669,,,benign,benign
242,2026-06-26T12:06:41,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
243,2026-06-26T12:06:43,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.47,microsoft.com,benign,benign
244,2026-06-26T12:06:45,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_2.txt,0,4.416036971422063,3.253165919695963,,,benign,benign
245,2026-06-26T12:06:47,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_4.tmp,2366,2.730341611381944,4.460224036989351,,,benign,benign
246,2026-06-26T12:06:49,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
247,2026-06-26T12:06:51,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.148,google.com,benign,benign
248,2026-06-26T12:06:53,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_61.txt,0,3.957428417212796,3.6814118651205847,,,benign,benign
249,2026-06-26T12:06:55,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_17.tmp,3954,4.154307411568783,2.3852178518123113,,,benign,benign
250,2026-06-26T12:06:57,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
251,2026-06-26T12:06:59,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.20,api.tracker.gg,benign,benign
252,2026-06-26T12:07:01,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_81.txt,0,4.372902036512033,3.303454013901913,,,benign,benign
253,2026-06-26T12:07:03,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_20.tmp,448,4.484795306775551,2.396128905528654,,,benign,benign
254,2026-06-26T12:07:05,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
255,2026-06-26T12:07:07,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.200,github.com,benign,benign
256,2026-06-26T12:07:09,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_49.txt,0,3.9010289297775085,3.8854420080386567,,,benign,benign
257,2026-06-26T12:07:11,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_28.tmp,1350,3.421573676560583,2.250575760931352,,,benign,benign
258,2026-06-26T12:07:13,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
259,2026-06-26T12:07:15,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.69,github.com,benign,benign
260,2026-06-26T12:07:17,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_21.txt,0,3.4797303553493846,4.1039844911555186,,,benign,benign
261,2026-06-26T12:07:19,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_1.tmp,1773,3.1262592615442557,3.584527987798908,,,benign,benign
262,2026-06-26T12:07:21,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
263,2026-06-26T12:07:23,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.75,github.com,benign,benign
264,2026-06-26T12:07:25,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_90.txt,0,4.719213462681045,3.1423595203069583,,,benign,benign
265,2026-06-26T12:07:27,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_17.tmp,3326,3.9781193626124036,3.574473973013144,,,benign,benign
266,2026-06-26T12:07:29,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
267,2026-06-26T12:07:31,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.141,google.com,benign,benign
268,2026-06-26T12:07:33,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_83.txt,0,3.2979788021506584,3.5312649432812804,,,benign,benign
269,2026-06-26T12:07:35,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_5.tmp,344,2.4148069730518116,2.869029531535581,,,benign,benign
270,2026-06-26T12:07:37,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
271,2026-06-26T12:07:39,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.33,api.tracker.gg,benign,benign
272,2026-06-26T12:07:41,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_89.txt,0,3.6081823810895335,3.8050170383256114,,,benign,benign
273,2026-06-26T12:07:43,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_33.tmp,2311,3.234488048362711,2.3011046297482527,,,benign,benign
274,2026-06-26T12:07:45,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
275,2026-06-26T12:07:47,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.156,microsoft.com,benign,benign
276,2026-06-26T12:07:49,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_4.txt,0,3.18265377326197,4.923822204385673,,,benign,benign
277,2026-06-26T12:07:51,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_38.tmp,3994,2.0518636405388344,4.011900950079441,,,benign,benign
278,2026-06-26T12:07:53,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
279,2026-06-26T12:07:55,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.197,google.com,benign,benign
280,2026-06-26T12:07:57,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_61.txt,0,4.037927681975208,3.8844588088404057,,,benign,benign
281,2026-06-26T12:07:59,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_12.tmp,2497,3.0897124676925074,4.135612361351509,,,benign,benign
282,2026-06-26T12:08:01,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
283,2026-06-26T12:08:03,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.106,microsoft.com,benign,benign
284,2026-06-26T12:08:05,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_42.txt,0,4.340267019042371,4.715466188800705,,,benign,benign
